,Unnamed: 0,city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
114316,114316,,12.0,3,0.34016,2020-02-25,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-02-26,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-02-27,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-02-28,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-02-29,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-01,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-02,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-03,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-04,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-05,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-06,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-07,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-08,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-09,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-10,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-11,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-12,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-13,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-14,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-15,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-16,0.0,0,881935.0,False,1,state,AC
114316,114316,,12.0,3,0.34016,2020-03-17,0.0,0,881935.0,False,1,state,AC
114224,114224,,12.0,3,0.34016,2020-03-18,0.0,0,881935.0,False,2,state,AC
114124,114124,,12.0,4,0.45355,2020-03-19,0.0,0,881935.0,False,3,state,AC
113992,113992,,12.0,7,0.79371,2020-03-20,0.0,0,881935.0,False,4,state,AC
113853,113853,,12.0,11,1.24726,2020-03-21,0.0,0,881935.0,False,5,state,AC
113711,113711,,12.0,11,1.24726,2020-03-22,0.0,0,881935.0,False,6,state,AC
113535,113535,,12.0,17,1.9275799999999998,2020-03-23,0.0,0,881935.0,False,7,state,AC
113330,113330,,12.0,21,2.3811299999999997,2020-03-24,0.0,0,881935.0,False,8,state,AC
113072,113072,,12.0,23,2.6079,2020-03-25,0.0,0,881935.0,False,9,state,AC
112794,112794,,12.0,23,2.6079,2020-03-26,0.0,0,881935.0,False,10,state,AC
112483,112483,,12.0,25,2.83468,2020-03-27,0.0,0,881935.0,False,11,state,AC
112189,112189,,12.0,25,2.83468,2020-03-28,0.0,0,881935.0,False,12,state,AC
111888,111888,,12.0,34,3.8551599999999997,2020-03-29,0.0,0,881935.0,False,13,state,AC
111486,111486,,12.0,41,4.64887,2020-03-30,0.0,0,881935.0,False,14,state,AC
111038,111038,,12.0,42,4.7622599999999995,2020-03-31,0.0,0,881935.0,False,15,state,AC
110553,110553,,12.0,43,4.87564,2020-04-01,0.0,0,881935.0,False,16,state,AC
110021,110021,,12.0,45,5.1024199999999995,2020-04-02,0.0,0,881935.0,False,17,state,AC
109435,109435,,12.0,46,5.2158,2020-04-03,0.0,0,881935.0,False,18,state,AC
108832,108832,,12.0,46,5.2158,2020-04-04,0.0,0,881935.0,False,19,state,AC
108172,108172,,12.0,48,5.44258,2020-04-05,0.0,0,881935.0,False,20,state,AC
107470,107470,,12.0,50,5.66935,2020-04-06,0.02,1,881935.0,False,21,state,AC
106685,106685,,12.0,50,5.66935,2020-04-07,0.04,2,881935.0,False,22,state,AC
105836,105836,,12.0,58,6.57645,2020-04-08,0.0345,2,881935.0,False,23,state,AC
104960,104960,,12.0,62,7.03,2020-04-09,0.0323,2,881935.0,False,24,state,AC
104013,104013,,12.0,70,7.9370899999999995,2020-04-10,0.0286,2,881935.0,False,25,state,AC
103021,103021,,12.0,72,8.16387,2020-04-11,0.0278,2,881935.0,False,26,state,AC
101996,101996,,12.0,77,8.7308,2020-04-12,0.026000000000000002,2,881935.0,False,27,state,AC
100933,100933,,12.0,90,10.204830000000001,2020-04-13,0.0333,3,881935.0,False,28,state,AC
99802,99802,,12.0,99,11.22532,2020-04-14,0.0303,3,881935.0,False,29,state,AC
98597,98597,,12.0,101,11.45209,2020-04-15,0.0396,4,881935.0,False,30,state,AC
97333,97333,,12.0,115,13.03951,2020-04-16,0.0435,5,881935.0,False,31,state,AC
96007,96007,,12.0,135,15.30725,2020-04-17,0.037000000000000005,5,881935.0,False,32,state,AC
94616,94616,,12.0,142,16.10096,2020-04-18,0.0423,6,881935.0,False,33,state,AC
93163,93163,,12.0,163,18.48209,2020-04-19,0.0368,6,881935.0,False,34,state,AC
91661,91661,,12.0,176,19.956120000000002,2020-04-20,0.0455,8,881935.0,False,35,state,AC
90117,90117,,12.0,195,22.11047,2020-04-21,0.040999999999999995,8,881935.0,False,36,state,AC
88526,88526,,12.0,214,24.26483,2020-04-22,0.0374,8,881935.0,False,37,state,AC
86859,86859,,12.0,227,25.73886,2020-04-23,0.0441,10,881935.0,False,38,state,AC
85100,85100,,12.0,234,26.53257,2020-04-24,0.047,11,881935.0,False,39,state,AC
83276,83276,,12.0,258,29.253859999999996,2020-04-25,0.0426,11,881935.0,False,40,state,AC
81375,81375,,12.0,279,31.63498,2020-04-26,0.0394,11,881935.0,False,41,state,AC
79419,79419,,12.0,301,34.1295,2020-04-27,0.0465,14,881935.0,False,42,state,AC
77363,77363,,12.0,317,35.943690000000004,2020-04-28,0.0505,16,881935.0,False,43,state,AC
75255,75255,,12.0,354,40.13901,2020-04-29,0.0508,18,881935.0,False,44,state,AC
73035,73035,,12.0,404,45.80836,2020-04-30,0.047,19,881935.0,False,45,state,AC
70767,70767,,12.0,487,55.21949,2020-05-01,0.039,19,881935.0,False,46,state,AC
68426,68426,,12.0,553,62.703030000000005,2020-05-02,0.0398,22,881935.0,False,47,state,AC
66025,66025,,12.0,658,74.60866999999999,2020-05-03,0.038,25,881935.0,False,48,state,AC
63567,63567,,12.0,733,83.1127,2020-05-04,0.0382,28,881935.0,False,49,state,AC
61019,61019,,12.0,817,92.63721,2020-05-05,0.0355,29,881935.0,False,50,state,AC
58405,58405,,12.0,943,106.92398,2020-05-06,0.0371,35,881935.0,False,51,state,AC
55706,55706,,12.0,1014,114.97446000000001,2020-05-07,0.0355,36,881935.0,False,52,state,AC
52897,52897,,12.0,1177,133.45655,2020-05-08,0.0323,38,881935.0,False,53,state,AC
50115,50115,,12.0,1335,151.3717,2020-05-09,0.03,40,881935.0,False,54,state,AC
47180,47180,,12.0,1447,164.07105,2020-05-10,0.0283,41,881935.0,False,55,state,AC
44185,44185,,12.0,1460,165.54508,2020-05-11,0.0301,44,881935.0,False,56,state,AC
41129,41129,,12.0,1590,180.2854,2020-05-12,0.0321,51,881935.0,False,57,state,AC
37996,37996,,12.0,1694,192.07765,2020-05-13,0.0307,52,881935.0,False,58,state,AC
34786,34786,,12.0,1740,197.29345,2020-05-14,0.0316,55,881935.0,False,59,state,AC
31584,31584,,12.0,1785,202.39587,2020-05-15,0.0319,57,881935.0,False,60,state,AC
28273,28273,,12.0,1867,211.69361,2020-05-16,0.0316,59,881935.0,False,61,state,AC
24870,24870,,12.0,1996,226.32053,2020-05-17,0.0311,62,881935.0,False,62,state,AC
21406,21406,,12.0,2234,253.30665,2020-05-18,0.03,67,881935.0,False,63,state,AC
18009,18009,,12.0,2482,281.42663999999996,2020-05-19,0.0294,73,881935.0,False,64,state,AC
14395,14395,,12.0,2817,319.41129,2020-05-20,0.0266,75,881935.0,False,65,state,AC
10755,10755,,12.0,3103,351.83999,2020-05-21,0.0251,78,881935.0,False,66,state,AC
6970,6970,,12.0,3343,379.05287999999996,2020-05-22,0.0239,80,881935.0,False,67,state,AC
3354,3354,,12.0,3867,438.46769000000006,2020-05-23,0.0225,87,881935.0,False,68,state,AC
23,23,,12.0,4160,471.69009000000005,2020-05-24,0.0221,92,881935.0,True,69,state,AC
23,23,,12.0,4160,471.69009000000005,2020-05-25,0.0221,92,881935.0,True,69,state,AC
23,23,,12.0,4160,471.69009000000005,2020-05-26,0.0221,92,881935.0,True,69,state,AC
23,23,,12.0,4160,471.69009000000005,2020-05-27,0.0221,92,881935.0,True,69,state,AC
23,23,,12.0,4160,471.69009000000005,2020-05-28,0.0221,92,881935.0,True,69,state,AC
23,23,,12.0,4160,471.69009000000005,2020-05-29,0.0221,92,881935.0,True,69,state,AC
114584,114584,,27.0,1,0.029960000000000004,2020-02-25,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-02-26,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-02-27,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-02-28,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-02-29,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-01,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-02,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-03,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-04,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-05,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-06,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-07,0.0,0,3337357.0,False,1,state,AL
114584,114584,,27.0,1,0.029960000000000004,2020-03-08,0.0,0,3337357.0,False,1,state,AL
114572,114572,,27.0,1,0.029960000000000004,2020-03-09,0.0,0,3337357.0,False,2,state,AL
114558,114558,,27.0,1,0.029960000000000004,2020-03-10,0.0,0,3337357.0,False,3,state,AL
114558,114558,,27.0,1,0.029960000000000004,2020-03-11,0.0,0,3337357.0,False,3,state,AL
114510,114510,,27.0,1,0.029960000000000004,2020-03-12,0.0,0,3337357.0,False,4,state,AL
114479,114479,,27.0,1,0.029960000000000004,2020-03-13,0.0,0,3337357.0,False,5,state,AL
114479,114479,,27.0,1,0.029960000000000004,2020-03-14,0.0,0,3337357.0,False,5,state,AL
114479,114479,,27.0,1,0.029960000000000004,2020-03-15,0.0,0,3337357.0,False,5,state,AL
114372,114372,,27.0,1,0.029960000000000004,2020-03-16,0.0,0,3337357.0,False,6,state,AL
114318,114318,,27.0,1,0.029960000000000004,2020-03-17,0.0,0,3337357.0,False,7,state,AL
114226,114226,,27.0,1,0.029960000000000004,2020-03-18,0.0,0,3337357.0,False,8,state,AL
114126,114126,,27.0,4,0.11986,2020-03-19,0.0,0,3337357.0,False,9,state,AL
113994,113994,,27.0,6,0.17978,2020-03-20,0.0,0,3337357.0,False,10,state,AL
113855,113855,,27.0,7,0.20975,2020-03-21,0.0,0,3337357.0,False,11,state,AL
113713,113713,,27.0,7,0.20975,2020-03-22,0.0,0,3337357.0,False,12,state,AL
113537,113537,,27.0,8,0.23970999999999998,2020-03-23,0.0,0,3337357.0,False,13,state,AL
113332,113332,,27.0,10,0.29964,2020-03-24,0.0,0,3337357.0,False,14,state,AL
113075,113075,,27.0,11,0.3296,2020-03-25,0.0,0,3337357.0,False,15,state,AL
112797,112797,,27.0,11,0.3296,2020-03-26,0.0,0,3337357.0,False,16,state,AL
112486,112486,,27.0,12,0.35957,2020-03-27,0.0,0,3337357.0,False,17,state,AL
112192,112192,,27.0,14,0.41949,2020-03-28,0.0,0,3337357.0,False,18,state,AL
111892,111892,,27.0,17,0.50939,2020-03-29,0.0,0,3337357.0,False,19,state,AL
111490,111490,,27.0,17,0.50939,2020-03-30,0.0,0,3337357.0,False,20,state,AL
111042,111042,,27.0,18,0.53935,2020-03-31,0.0556,1,3337357.0,False,21,state,AL
110557,110557,,27.0,18,0.53935,2020-04-01,0.0556,1,3337357.0,False,22,state,AL
110025,110025,,27.0,18,0.53935,2020-04-02,0.0556,1,3337357.0,False,23,state,AL
109440,109440,,27.0,23,0.68917,2020-04-03,0.087,2,3337357.0,False,24,state,AL
108837,108837,,27.0,23,0.68917,2020-04-04,0.087,2,3337357.0,False,25,state,AL
108177,108177,,27.0,28,0.83899,2020-04-05,0.0714,2,3337357.0,False,26,state,AL
107476,107476,,27.0,31,0.9288799999999999,2020-04-06,0.0645,2,3337357.0,False,27,state,AL
106691,106691,,27.0,34,1.0187700000000002,2020-04-07,0.0588,2,3337357.0,False,28,state,AL
105842,105842,,27.0,37,1.10866,2020-04-08,0.0811,3,3337357.0,False,29,state,AL
104966,104966,,27.0,37,1.10866,2020-04-09,0.0811,3,3337357.0,False,30,state,AL
104019,104019,,27.0,45,1.34837,2020-04-10,0.0667,3,3337357.0,False,31,state,AL
103027,103027,,27.0,48,1.43826,2020-04-11,0.0625,3,3337357.0,False,32,state,AL
102002,102002,,27.0,48,1.43826,2020-04-12,0.0625,3,3337357.0,False,33,state,AL
100939,100939,,27.0,58,1.7379,2020-04-13,0.069,4,3337357.0,False,34,state,AL
99809,99809,,27.0,72,2.1574,2020-04-14,0.0556,4,3337357.0,False,35,state,AL
98606,98606,,27.0,83,2.487,2020-04-15,0.0602,5,3337357.0,False,36,state,AL
97343,97343,,27.0,89,2.6667799999999997,2020-04-16,0.0562,5,3337357.0,False,37,state,AL
96017,96017,,27.0,110,3.2960199999999995,2020-04-17,0.0636,7,3337357.0,False,38,state,AL
94629,94629,,27.0,132,3.9552300000000002,2020-04-18,0.0758,10,3337357.0,False,39,state,AL
93178,93178,,27.0,159,4.76425,2020-04-19,0.0943,15,3337357.0,False,40,state,AL
91677,91677,,27.0,171,5.123819999999999,2020-04-20,0.1053,18,3337357.0,False,41,state,AL
90135,90135,,27.0,210,6.2924,2020-04-21,0.0905,19,3337357.0,False,42,state,AL
88544,88544,,27.0,243,7.281210000000001,2020-04-22,0.0823,20,3337357.0,False,43,state,AL
86881,86881,,27.0,324,9.70828,2020-04-23,0.0679,22,3337357.0,False,44,state,AL
85127,85127,,27.0,413,12.375060000000001,2020-04-24,0.0654,27,3337357.0,False,45,state,AL
83306,83306,,27.0,501,15.01188,2020-04-25,0.0579,29,3337357.0,False,46,state,AL
81407,81407,,27.0,560,16.77975,2020-04-26,0.0571,32,3337357.0,False,47,state,AL
79451,79451,,27.0,643,19.26674,2020-04-27,0.0529,34,3337357.0,False,48,state,AL
77397,77397,,27.0,777,23.2819,2020-04-28,0.0463,36,3337357.0,False,49,state,AL
75296,75296,,27.0,957,28.675390000000004,2020-04-29,0.0428,41,3337357.0,False,50,state,AL
73078,73078,,27.0,1045,31.3122,2020-04-30,0.045,47,3337357.0,False,51,state,AL
70814,70814,,27.0,1226,36.735659999999996,2020-05-01,0.0432,53,3337357.0,False,52,state,AL
68477,68477,,27.0,1371,41.08041,2020-05-02,0.0423,58,3337357.0,False,53,state,AL
66076,66076,,27.0,1441,43.17788,2020-05-03,0.0444,64,3337357.0,False,54,state,AL
63619,63619,,27.0,1538,46.08437,2020-05-04,0.0468,72,3337357.0,False,55,state,AL
61071,61071,,27.0,1605,48.09195,2020-05-05,0.0498,80,3337357.0,False,56,state,AL
58459,58459,,27.0,1703,51.0284,2020-05-06,0.0523,89,3337357.0,False,57,state,AL
55763,55763,,27.0,1867,55.94246999999999,2020-05-07,0.0525,98,3337357.0,False,58,state,AL
52957,52957,,27.0,2033,60.91647,2020-05-08,0.0531,108,3337357.0,False,59,state,AL
50182,50182,,27.0,2170,65.02150999999999,2020-05-09,0.0525,114,3337357.0,False,60,state,AL
47250,47250,,27.0,2258,67.65833,2020-05-10,0.0558,126,3337357.0,False,61,state,AL
44257,44257,,27.0,2343,70.20526,2020-05-11,0.0589,138,3337357.0,False,62,state,AL
41201,41201,,27.0,2580,77.30668,2020-05-12,0.0581,150,3337357.0,False,63,state,AL
38069,38069,,27.0,2761,82.73014,2020-05-13,0.0594,164,3337357.0,False,64,state,AL
34861,34861,,27.0,2972,89.0525,2020-05-14,0.0596,177,3337357.0,False,65,state,AL
31662,31662,,27.0,3212,96.24382,2020-05-15,0.0582,187,3337357.0,False,66,state,AL
28357,28357,,27.0,3593,107.66004,2020-05-16,0.0554,199,3337357.0,False,67,state,AL
24954,24954,,27.0,3816,114.34198,2020-05-17,0.055,210,3337357.0,False,68,state,AL
21491,21491,,27.0,4031,120.7842,2020-05-18,0.0548,221,3337357.0,False,69,state,AL
18096,18096,,27.0,4319,129.41378,2020-05-19,0.0542,234,3337357.0,False,70,state,AL
14484,14484,,27.0,4437,132.94952,2020-05-20,0.0566,251,3337357.0,False,71,state,AL
10845,10845,,27.0,4916,147.30219,2020-05-21,0.0533,262,3337357.0,False,72,state,AL
7064,7064,,27.0,5302,158.86823,2020-05-22,0.0528,280,3337357.0,False,73,state,AL
3454,3454,,27.0,5630,168.69637,2020-05-23,0.0535,301,3337357.0,False,74,state,AL
123,123,,27.0,6214,186.19523999999998,2020-05-24,0.0509,316,3337357.0,True,75,state,AL
123,123,,27.0,6214,186.19523999999998,2020-05-25,0.0509,316,3337357.0,True,75,state,AL
123,123,,27.0,6214,186.19523999999998,2020-05-26,0.0509,316,3337357.0,True,75,state,AL
123,123,,27.0,6214,186.19523999999998,2020-05-27,0.0509,316,3337357.0,True,75,state,AL
123,123,,27.0,6214,186.19523999999998,2020-05-28,0.0509,316,3337357.0,True,75,state,AL
123,123,,27.0,6214,186.19523999999998,2020-05-29,0.0509,316,3337357.0,True,75,state,AL
114481,114481,,13.0,2,0.048260000000000004,2020-02-25,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-02-26,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-02-27,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-02-28,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-02-29,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-01,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-02,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-03,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-04,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-05,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-06,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-07,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-08,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-09,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-10,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-11,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-12,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-13,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-14,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-15,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-16,0.0,0,4144597.0,False,1,state,AM
114481,114481,,13.0,2,0.048260000000000004,2020-03-17,0.0,0,4144597.0,False,1,state,AM
114228,114228,,13.0,2,0.048260000000000004,2020-03-18,0.0,0,4144597.0,False,2,state,AM
114128,114128,,13.0,3,0.07238,2020-03-19,0.0,0,4144597.0,False,3,state,AM
113996,113996,,13.0,7,0.16889,2020-03-20,0.0,0,4144597.0,False,4,state,AM
113857,113857,,13.0,11,0.26541,2020-03-21,0.0,0,4144597.0,False,5,state,AM
113716,113716,,13.0,26,0.62732,2020-03-22,0.0,0,4144597.0,False,6,state,AM
113540,113540,,13.0,32,0.7720899999999999,2020-03-23,0.0,0,4144597.0,False,7,state,AM
113335,113335,,13.0,47,1.13401,2020-03-24,0.0213,1,4144597.0,False,8,state,AM
113078,113078,,13.0,54,1.3029,2020-03-25,0.0185,1,4144597.0,False,9,state,AM
112802,112802,,13.0,67,1.61656,2020-03-26,0.0149,1,4144597.0,False,10,state,AM
112492,112492,,13.0,81,1.95435,2020-03-27,0.0123,1,4144597.0,False,11,state,AM
112198,112198,,13.0,111,2.6781900000000003,2020-03-28,0.009000000000000001,1,4144597.0,False,12,state,AM
111900,111900,,13.0,140,3.3778900000000003,2020-03-29,0.0071,1,4144597.0,False,13,state,AM
111499,111499,,13.0,151,3.6433,2020-03-30,0.0132,2,4144597.0,False,14,state,AM
111052,111052,,13.0,175,4.22236,2020-03-31,0.0171,3,4144597.0,False,15,state,AM
110567,110567,,13.0,200,4.82556,2020-04-01,0.015,3,4144597.0,False,16,state,AM
110036,110036,,13.0,229,5.52527,2020-04-02,0.0131,3,4144597.0,False,17,state,AM
109451,109451,,13.0,260,6.27323,2020-04-03,0.0269,7,4144597.0,False,18,state,AM
108848,108848,,13.0,311,7.50375,2020-04-04,0.0386,12,4144597.0,False,19,state,AM
108189,108189,,13.0,417,10.06129,2020-04-05,0.036000000000000004,15,4144597.0,False,20,state,AM
107490,107490,,13.0,532,12.835989999999999,2020-04-06,0.0357,19,4144597.0,False,21,state,AM
106706,106706,,13.0,636,15.345279999999999,2020-04-07,0.0362,23,4144597.0,False,22,state,AM
105860,105860,,13.0,804,19.39875,2020-04-08,0.0373,30,4144597.0,False,23,state,AM
104984,104984,,13.0,899,21.69089,2020-04-09,0.0445,40,4144597.0,False,24,state,AM
104039,104039,,13.0,981,23.66937,2020-04-10,0.051,50,4144597.0,False,25,state,AM
103048,103048,,13.0,1049,25.31006,2020-04-11,0.0505,53,4144597.0,False,26,state,AM
102023,102023,,13.0,1206,29.09812,2020-04-12,0.0514,62,4144597.0,False,27,state,AM
100960,100960,,13.0,1275,30.762940000000004,2020-04-13,0.0557,71,4144597.0,False,28,state,AM
99832,99832,,13.0,1484,35.80565,2020-04-14,0.0606,90,4144597.0,False,29,state,AM
98629,98629,,13.0,1554,37.4946,2020-04-15,0.0682,106,4144597.0,False,30,state,AM
97367,97367,,13.0,1719,41.47569,2020-04-16,0.0721,124,4144597.0,False,31,state,AM
96042,96042,,13.0,1809,43.64719,2020-04-17,0.0802,145,4144597.0,False,32,state,AM
94655,94655,,13.0,1897,45.77043,2020-04-18,0.0849,161,4144597.0,False,33,state,AM
93206,93206,,13.0,2044,49.31722,2020-04-19,0.08900000000000001,182,4144597.0,False,34,state,AM
91706,91706,,13.0,2160,52.116040000000005,2020-04-20,0.0856,185,4144597.0,False,35,state,AM
90165,90165,,13.0,2270,54.7701,2020-04-21,0.085,193,4144597.0,False,36,state,AM
88579,88579,,13.0,2479,59.81281,2020-04-22,0.0831,206,4144597.0,False,37,state,AM
86917,86917,,13.0,2888,69.68108000000001,2020-04-23,0.081,234,4144597.0,False,38,state,AM
85170,85170,,13.0,3194,77.06419,2020-04-24,0.0798,255,4144597.0,False,39,state,AM
83351,83351,,13.0,3635,87.70455,2020-04-25,0.079,287,4144597.0,False,40,state,AM
81456,81456,,13.0,3833,92.48185,2020-04-26,0.0793,304,4144597.0,False,41,state,AM
79501,79501,,13.0,3928,94.77399,2020-04-27,0.0815,320,4144597.0,False,42,state,AM
77447,77447,,13.0,4337,104.64226,2020-04-28,0.0809,351,4144597.0,False,43,state,AM
75346,75346,,13.0,4801,115.83756000000001,2020-04-29,0.0792,380,4144597.0,False,44,state,AM
73129,73129,,13.0,5254,126.76745,2020-04-30,0.0809,425,4144597.0,False,45,state,AM
70866,70866,,13.0,5723,138.08338999999998,2020-05-01,0.0832,476,4144597.0,False,46,state,AM
68530,68530,,13.0,6062,146.26271,2020-05-02,0.0826,501,4144597.0,False,47,state,AM
66130,66130,,13.0,6683,161.24608,2020-05-03,0.08199999999999999,548,4144597.0,False,48,state,AM
63674,63674,,13.0,7313,176.44659,2020-05-04,0.08,585,4144597.0,False,49,state,AM
61126,61126,,13.0,8109,195.65232,2020-05-05,0.08,649,4144597.0,False,50,state,AM
58514,58514,,13.0,9243,223.01324,2020-05-06,0.0813,751,4144597.0,False,51,state,AM
55818,55818,,13.0,10099,243.66662999999997,2020-05-07,0.0798,806,4144597.0,False,52,state,AM
53013,53013,,13.0,10727,258.81889,2020-05-08,0.0815,874,4144597.0,False,53,state,AM
50238,50238,,13.0,11925,287.72399,2020-05-09,0.0807,962,4144597.0,False,54,state,AM
47307,47307,,13.0,12599,303.98613,2020-05-10,0.0797,1004,4144597.0,False,55,state,AM
44315,44315,,13.0,12919,311.70702,2020-05-11,0.0801,1035,4144597.0,False,56,state,AM
41259,41259,,13.0,14168,341.84264,2020-05-12,0.0775,1098,4144597.0,False,57,state,AM
38128,38128,,13.0,15816,381.60526,2020-05-13,0.0733,1160,4144597.0,False,58,state,AM
34921,34921,,13.0,17181,414.5397,2020-05-14,0.0719,1235,4144597.0,False,59,state,AM
31723,31723,,13.0,18392,443.75845999999996,2020-05-15,0.0724,1331,4144597.0,False,60,state,AM
28418,28418,,13.0,19677,474.76269,2020-05-16,0.0699,1375,4144597.0,False,61,state,AM
25015,25015,,13.0,20328,490.46988,2020-05-17,0.0695,1413,4144597.0,False,62,state,AM
21552,21552,,13.0,20913,504.58464000000004,2020-05-18,0.0685,1433,4144597.0,False,63,state,AM
18157,18157,,13.0,22132,533.99643,2020-05-19,0.0674,1491,4144597.0,False,64,state,AM
14545,14545,,13.0,23704,571.92533,2020-05-20,0.0659,1561,4144597.0,False,65,state,AM
10906,10906,,13.0,25367,612.04986,2020-05-21,0.0639,1620,4144597.0,False,66,state,AM
7125,7125,,13.0,27038,652.36741,2020-05-22,0.0617,1669,4144597.0,False,67,state,AM
3515,3515,,13.0,28802,694.92884,2020-05-23,0.0606,1744,4144597.0,False,68,state,AM
184,184,,13.0,29867,720.62495,2020-05-24,0.0589,1758,4144597.0,True,69,state,AM
184,184,,13.0,29867,720.62495,2020-05-25,0.0589,1758,4144597.0,True,69,state,AM
184,184,,13.0,29867,720.62495,2020-05-26,0.0589,1758,4144597.0,True,69,state,AM
184,184,,13.0,29867,720.62495,2020-05-27,0.0589,1758,4144597.0,True,69,state,AM
184,184,,13.0,29867,720.62495,2020-05-28,0.0589,1758,4144597.0,True,69,state,AM
184,184,,13.0,29867,720.62495,2020-05-29,0.0589,1758,4144597.0,True,69,state,AM
113998,113998,,16.0,1,0.11824000000000001,2020-02-25,0.0,0,845731.0,False,1,state,AP
113998,113998,,16.0,1,0.11824000000000001,2020-02-26,0.0,0,845731.0,False,1,state,AP
113998,113998,,16.0,1,0.11824000000000001,2020-02-27,0.0,0,845731.0,False,1,state,AP
113998,113998,,16.0,1,0.11824000000000001,2020-02-28,0.0,0,845731.0,False,1,state,AP
113998,113998,,16.0,1,0.11824000000000001,2020-02-29,0.0,0,845731.0,False,1,state,AP
